Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-3432.034	-3688.566	256.5322	0.0966145	0.0703305	0.0174575	0.0944486	0.0727022	0.0168864	0.0155426	0.0424404	0.0243992	0.00308786	0.0321406	0.0185886	0.0431012	0.0129804	0.0284332	0.00815943	0.0396885	0.0101004	0.00566448	0.0274783	0.0097872	0.00695031	0.0533645	0.014535	0.086278	0.0580454	0.0350411	0.0114027	0.0321279	0.00210135	0.0429756	0.0305384	0.0376197	0.0513154	0.00148413	0.000526866	0.0254833	0.0137528	0.0839689	0.0213804	0.0158742	0.0446496	0.00662763	0.00159822	0.0200036	0.0111072	0.00558726	0.0341473	0.0561361	0.0383592	0.000565839	0.0336918	0.00313219	0.0369024	0.0205036	0.0145442	0.000109382	0.0491246	0.00429586	0.00875992	0.0119113	0.0166599	0.0200466	0.062024	0.00738621	0.019309	0.0385684	0.00604786	0.115112	0.0164342	0.0572444	0.015982	0.00524503	0.0182484	0.0253883	0.129612	0.0433133	0.0122755	0.00937851	0.0230699	0.0326615	0.03362	0.0173975	0.0865851	0.0335218	0.094584	0.0027314	0.0323337	0.028757	0.0432127	0.0438203	0.0135555	0.0177335	0.0147214	0.0293896	0.0144662	0.0956389	0.0395259	0.0161559	0.0116473	0.0213677	0.03204	0.0872853	0.0177159	0.041641	0.00774417	0.0391433	0.0430583	0.00741901	0.0060207	0.0320507	0.0171966	0.0374253	0.00933133	0.022343	0.0444651	0.10734	0.0528904	0.00668471	0.0330639	0.00484537	0.0417411	0.03651	0.0147001	0.0193069	0.0232544	0.0356054	0.0314237	0.0144882	0.0579332	0.00785048	0.0845982	0.0361749	0.00422069	0.0576975	2.22861	0.994338	1.047285	0.9527148	0.287452	0.544428	0.827215	1.20888	1.83679	3.47885	0.9014503	0.9096995	0.01032859	0.0230224	0.0167592	0.00415998	0.0225063	0.0173243	0.00402389	0.00370367	0.0101132	0.00581412	0.000735812	0.00765884	0.00442952	0.0102707	0.00309312	0.00677539	0.00194432	0.00945745	0.00240685	0.0013498	0.00654785	0.00233221	0.0016562	0.0127163	0.00346356	0.0205593	0.0138317	0.00835	0.00271716	0.00765582	0.000500735	0.0102407	0.00727706	0.00896447	0.012228	0.000353655	0.000125548	0.00607246	0.00327718	0.0200091	0.00509478	0.0037827	0.0106396	0.00157931	0.000380843	0.0047667	0.00264675	0.0013314	0.00813702	0.0133768	0.00914067	0.000134835	0.00802848	0.000746376	0.00879354	0.00488584	0.00346577	2.60649e-05	0.011706	0.00102367	0.00208742	0.00283836	0.00396993	0.00477695	0.0147798	0.00176007	0.00460118	0.00919052	0.00144115	0.0274303	0.00391612	0.0136409	0.00380837	0.00124985	0.00434844	0.00604982	0.0308856	0.0103212	0.00292514	0.00223482	0.00549737	0.00778296	0.00801137	0.00414569	0.0206325	0.00798796	0.0225386	0.00065087	0.00770485	0.00685255	0.0102972	0.010442	0.00323015	0.00422575	0.00350798	0.00700329	0.00344717	0.02279	0.00941871	0.00384981	0.00277546	0.00509174	0.00763488	0.0207994	0.00422155	0.00992271	0.00184537	0.00932754	0.0102604	0.00176789	0.00143468	0.00763741	0.0040978	0.00891814	0.00222358	0.00532416	0.0105957	0.0255782	0.0126033	0.00159291	0.00787885	0.00115461	0.00994656	0.00870002	0.0035029	0.00460067	0.00554133	0.00848447	0.007488	0.00345241	0.013805	0.0018707	0.0201591	0.00862017	0.00100576	0.0137488	0.476357	0.523643	4.196536
36	-3442.043	-3693.813	251.7705	0.0663753	0.170904	0.0421138	0.116553	0.0436286	0.0112965	0.000932167	0.0287673	0.0547496	0.0135577	0.0398882	0.0220437	0.0251564	0.0391648	0.0113271	0.01817	0.0460701	0.0113891	0.00672002	0.0204086	0.0360654	0.0135946	0.0606265	0.0393942	0.0700216	0.0633067	0.0545583	0.027162	0.0247408	0.00118955	0.0308757	0.0217958	0.0122507	0.0490988	0.00295662	0.0184644	0.0217922	0.0212775	0.0782806	0.0531104	0.0182732	0.0426393	0.0162632	0.00682619	0.0231939	0.00578006	0.0048503	0.0133383	0.0619311	0.0330293	0.00042534	0.0198241	0.0222696	0.124008	0.0465508	0.0194327	7.17497e-05	0.0245499	0.00673394	0.0221097	0.105504	0.0014214	0.0409374	0.105433	0.0501732	0.0614797	0.0320676	0.00741465	0.0985548	0.029189	0.0507464	0.0026341	0.0223826	0.0271816	0.0311259	0.0934493	0.0628487	0.0543283	0.0214116	0.0304074	0.0212406	0.041218	0.0500868	0.040631	0.0690921	0.121042	0.00253845	0.0516126	0.0367116	0.0623461	0.0222603	0.0068801	0.0234823	0.0325226	0.0378391	0.0248452	0.127733	0.0420568	0.027013	0.00760999	0.0207051	0.00757167	0.147292	0.0157727	0.0126616	0.0497589	0.0142115	0.0438871	0.00918922	0.00457453	0.0241657	0.0133699	0.054206	0.016232	0.0382543	0.0831618	0.172751	0.0328373	0.0200974	0.0623983	0.0131139	0.0162502	0.0504329	0.0173946	0.00185575	0.0236855	0.0396239	0.0151379	0.0208045	0.06461	0.00828192	0.104147	0.0338977	0.0360425	0.0274849	3.26382	0.989568	0.1579962	1.842004	0.333988	0.585764	0.846318	1.18159	1.70717	2.99412	0.7929529	11.65853	0.0151992	0.013027	0.0335422	0.00826541	0.0228751	0.0085627	0.00221708	0.00018295	0.00564598	0.0107453	0.00266088	0.00782859	0.00432637	0.00493728	0.00768661	0.0022231	0.00356611	0.00904188	0.00223527	0.00131889	0.00400546	0.00707831	0.00266812	0.0118988	0.00773165	0.0137427	0.0124248	0.0107078	0.00533091	0.00485572	0.000233465	0.00605976	0.00427772	0.00240437	0.0096363	0.000580276	0.00362389	0.00427702	0.004176	0.0153636	0.0104236	0.00358637	0.00836853	0.00319187	0.00133973	0.00455211	0.00113441	0.000951936	0.00261783	0.0121548	0.00648244	8.34786e-05	0.00389075	0.00437071	0.0243383	0.00913623	0.00381392	1.40818e-05	0.00481824	0.00132163	0.00433932	0.0207065	0.000278968	0.00803451	0.0206927	0.00984715	0.0120662	0.0062937	0.00145522	0.0193427	0.00572873	0.00995967	0.000516977	0.00439289	0.00533476	0.00610888	0.0183407	0.0123349	0.0106627	0.00420231	0.00596786	0.00416875	0.00808958	0.0098302	0.00797438	0.0135602	0.0237561	0.000498205	0.0101297	0.00720514	0.0122363	0.00436888	0.00135031	0.00460872	0.00638299	0.00742643	0.0048762	0.0250693	0.00825421	0.00530166	0.00149356	0.00406365	0.00148604	0.028908	0.00309561	0.00248501	0.00976586	0.00278921	0.00861343	0.00180351	0.000897813	0.00474284	0.00262402	0.0106387	0.00318575	0.00750792	0.0163216	0.0339047	0.00644475	0.00394438	0.0122465	0.00257379	0.00318933	0.00989814	0.00341392	0.000364215	0.00464859	0.00777672	0.00297101	0.00408316	0.0126806	0.00162544	0.0204402	0.00665287	0.00707382	0.00539427	0.921002	0.0789981	5.095193
72	-3423.676	-3675.608	251.9323	0.112956	0.063071	0.0257353	0.0701886	0.0194732	0.0241368	0.000765703	0.0632545	0.0150541	0.00575636	0.0258043	0.0916296	0.0739933	0.0440517	0.0113047	0.023537	0.0201244	0.00957092	0.00493376	0.0482088	0.0163491	0.003381	0.0184458	0.0737177	0.107532	0.0574192	0.0621394	0.00443796	0.0229026	0.0681302	0.0474047	0.0308187	0.00702431	0.0399771	0.00523866	0.00506396	0.0286964	0.0173091	0.0632512	0.0531164	0.0159473	0.0480209	0.0238502	0.00347365	0.0137497	0.0139792	0.0273841	0.0157304	0.0847429	0.0529375	0.0034535	0.0259341	0.00950603	0.0597931	0.0537889	0.00969791	0.00732687	0.0517204	0.00118915	0.0205876	0.0524611	0.000785917	0.0358688	0.0482709	0.0063806	0.0556973	0.0145623	0.00773323	0.133537	0.0216405	0.145792	0.256593	0.020729	0.0736809	0.0213382	0.0124992	0.00129879	0.00244218	0.0341468	0.0123538	0.0166278	0.0241084	0.0737827	0.0179602	0.00991278	0.0269879	0.0137142	0.0303399	0.0349359	0.013445	0.0455387	0.00837187	0.112557	0.0185803	0.0410528	0.0521557	0.134921	0.0200288	0.000439396	0.0189483	0.0171848	0.0360113	0.0314508	0.0485939	0.0476787	0.00134823	0.000196696	0.01386	0.103222	0.0171654	0.0280598	0.0251855	0.0223291	0.0226631	0.00823312	0.0400667	0.147355	0.0395368	0.0339192	0.0178648	0.0136461	0.00985883	0.0757169	0.0986278	0.0276454	0.0103683	0.0330882	0.0275476	0.0306261	0.110943	0.0601112	0.0178502	0.0123612	0.0154818	0.036256	17.7421	0.922848	0.192134	1.807866	0.301403	0.557159	0.833202	1.20019	1.79482	3.31782	0.8671816	9.409404	0.08859599	0.0226682	0.0126572	0.00516462	0.0140856	0.00390793	0.00484383	0.000153663	0.0126941	0.0030211	0.0011552	0.00517848	0.0183885	0.0148492	0.0088404	0.00226866	0.00472347	0.00403861	0.00192072	0.00099012	0.00967467	0.00328099	0.000678508	0.00370176	0.0147939	0.0215798	0.011523	0.0124703	0.000890622	0.00459616	0.0136726	0.00951331	0.00618478	0.00140966	0.00802271	0.00105131	0.00101625	0.00575888	0.00347363	0.0126934	0.0106595	0.00320035	0.00963695	0.00478632	0.000697101	0.00275933	0.00280538	0.00549551	0.00315681	0.0170064	0.0106236	0.000693057	0.00520452	0.00190769	0.0119994	0.0107945	0.0019462	0.00147038	0.0103794	0.000238641	0.00413157	0.010528	0.00015772	0.00719825	0.00968713	0.00128047	0.0111775	0.00292241	0.00155192	0.0267986	0.00434286	0.0292579	0.0514937	0.00415995	0.0147865	0.00428221	0.00250838	0.000260645	0.000490104	0.00685267	0.00247919	0.0033369	0.00483814	0.0148069	0.00360431	0.00198932	0.005416	0.0027522	0.00608869	0.00701102	0.00269818	0.00913883	0.00168009	0.0225883	0.00372875	0.00823859	0.0104668	0.0270763	0.00401943	8.81792e-05	0.00380258	0.00344869	0.00722684	0.00631163	0.00975196	0.00956829	0.000270566	3.94735e-05	0.00278146	0.0207148	0.00344479	0.00563111	0.00505428	0.00448106	0.00454809	0.00165225	0.00804069	0.0295716	0.00793435	0.006807	0.00358515	0.00273854	0.0019785	0.0151951	0.0197929	0.00554796	0.00208073	0.00664022	0.00552832	0.00614612	0.0222644	0.0120633	0.00358222	0.00248069	0.00310692	0.00727595	0.903933	0.096067	4.982992
108	-3440.856	-3692.042	251.1858	0.0881323	0.111823	0.0119555	0.0979242	0.0214679	0.011737	8.9515e-05	0.124866	0.0121878	0.0169969	0.0638819	0.09036	0.0295183	0.0438534	0.0141714	0.0196598	0.0235492	0.00401912	0.00453511	0.05693	0.0352311	0.00200132	0.0456996	0.00492583	0.106042	0.0608858	0.0612784	0.0198196	0.0157246	0.0618885	0.0582237	0.038367	0.00416655	0.0914702	0.0012892	0.00592783	0.00984255	0.0154116	0.0499255	0.0544687	0.016687	0.0531992	0.00747752	0.0227027	0.0114627	0.0088935	0.00675044	0.0312562	0.0387757	0.0244439	0.00972579	0.0255748	0.00751592	0.0853424	0.0420425	0.00969533	0.00556093	0.052217	0.00256093	0.0280751	0.0704887	0.000733971	0.0308277	0.0282619	0.0106239	0.0622414	0.00888283	0.00118168	0.102023	0.0257014	0.115861	0.174826	0.00153238	0.0263438	0.0377716	0.0508531	0.0119695	0.00679628	0.0461161	0.012148	0.0165397	0.0209954	0.0472764	0.0477672	0.00404216	0.0214116	0.0357309	0.0334385	0.0403421	0.0115327	0.0353476	0.012616	0.0785748	0.011157	0.0446581	0.0498477	0.0809406	0.0229213	0.00232467	0.0323602	0.0135173	0.00843891	0.031015	0.0359143	0.0313834	0.0148787	8.76757e-05	0.0342557	0.181262	0.0340404	0.0198916	0.0465164	0.00682763	0.0288962	0.00388081	0.0448069	0.145313	0.0340696	0.0243114	0.0289661	0.0164183	0.0502187	0.0499726	0.0592435	0.0593706	0.00847443	0.0222092	0.0456235	0.0490485	0.0305539	0.0457194	0.0352343	0.00819376	0.0166842	0.0239054	19.8194	0.913275	0.1172335	1.882767	0.271324	0.529311	0.819979	1.21954	1.88925	3.68563	0.9432015	16.05998	0.1000066	0.0181928	0.0230831	0.00246793	0.0202141	0.00443153	0.00242282	1.84782e-05	0.0257756	0.00251588	0.0035086	0.0131869	0.0186526	0.00609334	0.00905247	0.00292534	0.0040583	0.00486115	0.000829649	0.000936162	0.0117518	0.00727259	0.000413124	0.00943356	0.00101682	0.0218898	0.0125684	0.0126494	0.00409127	0.00324597	0.0127754	0.0120189	0.00791993	0.000860082	0.0188818	0.000266123	0.00122366	0.00203176	0.00318135	0.0103059	0.0112437	0.00344462	0.0109817	0.00154355	0.00468642	0.00236619	0.00183585	0.00139346	0.00645209	0.0080043	0.00504585	0.00200765	0.00527928	0.00155148	0.0176169	0.00867865	0.00200137	0.00114792	0.0107789	0.000528641	0.00579542	0.0145507	0.00015151	0.00636363	0.00583399	0.00219305	0.0128482	0.00183364	0.000243929	0.0210601	0.00530544	0.0239166	0.0360885	0.000316322	0.00543803	0.00779704	0.0104974	0.00247082	0.00140293	0.00951954	0.00250767	0.00341421	0.00433398	0.00975906	0.00986038	0.000834406	0.00441989	0.00737577	0.00690257	0.00832764	0.00238065	0.00729665	0.00260426	0.0162198	0.0023031	0.00921858	0.0102898	0.0167082	0.00473155	0.000479871	0.00667998	0.00279031	0.00174201	0.00640229	0.00741364	0.00647833	0.00307135	1.80985e-05	0.00707125	0.0374171	0.00702681	0.00410614	0.00960218	0.0014094	0.00596491	0.000801099	0.0092493	0.0299964	0.00703285	0.0050185	0.00597934	0.00338916	0.0103664	0.0103156	0.0122294	0.0122556	0.00174934	0.00458455	0.00941786	0.0101249	0.0063071	0.00943766	0.00727327	0.0016914	0.00344405	0.00493468	0.941383	0.0586167	4.844359
144	-3443.857	-3699.341	255.4837	0.0735349	0.0709208	0.00626526	0.0701637	0.013071	0.00974282	0.000582744	0.0888027	0.0209893	0.00530304	0.10786	0.0573085	0.0431235	0.0183239	0.00424622	0.00779611	0.0237423	0.00177351	0.000161403	0.0434065	0.028523	0.00493562	0.0341609	0.0214174	0.0672546	0.0415054	0.0292826	0.0275182	0.0122249	0.00720492	0.0157827	0.01829	0.00323296	0.0599559	0.00211976	0.00533984	0.0222232	0.00893753	0.031664	0.0249491	0.0105833	0.0222456	0.00501621	0.0108488	0.00968376	0.00648675	0.00174867	0.00682653	0.0386575	0.0269217	0.00233148	0.00718973	0.00603885	0.0542104	0.0203378	0.00907228	0.012632	0.040979	0.0155441	0.00911488	0.0274608	0.00926876	0.00699976	0.0311336	0.00673796	0.0437641	0.00382023	0.0079045	0.0647053	0.00866152	0.0734818	0.109459	0.000614105	0.0315379	0.0198311	0.0322523	0.013419	0.00439603	0.0211675	0.00539191	0.0118247	0.00968161	0.025527	0.0302951	0.0155403	0.0159316	0.0202222	0.0149463	0.00536094	0.00591407	0.0302109	0.0222613	0.0626048	0.0205768	0.0320389	0.0376093	0.0611583	0.0340501	0.00463594	0.0305368	0.018407	0.00866915	0.0237188	0.0180928	0.0141772	0.00304094	5.0398e-06	0.0398636	0.101093	0.0148215	0.00759145	0.00417814	0.0124907	0.00548783	0.00123761	0.0279665	0.0775155	0.0218838	0.0154189	0.0343662	0.0247079	0.015124	0.0237376	0.0496314	0.0366626	0.00425726	0.0273822	0.00989184	0.0289606	0.0537364	0.026636	0.0159775	0.0147948	0.0282482	0.0105177	3.1292	0.990188	0.2475145	1.752486	0.238767	0.497321	0.804185	1.24349	2.01077	4.18818	1.035627	7.080335	0.01456317	0.0223964	0.0216002	0.0019082	0.0213696	0.00398101	0.00296735	0.000177485	0.0270465	0.00639267	0.00161514	0.0328509	0.0174544	0.013134	0.00558087	0.00129326	0.00237445	0.00723117	0.000540154	4.91581e-05	0.0132203	0.0086872	0.00150323	0.0104043	0.00652307	0.0204836	0.0126412	0.00891855	0.00838118	0.00372332	0.00219439	0.0048069	0.00557056	0.000984657	0.0182607	0.000645611	0.00162634	0.00676849	0.00272209	0.00964384	0.00759869	0.00322334	0.00677529	0.00152778	0.0033042	0.00294937	0.00197566	0.00053259	0.00207914	0.0117738	0.00819951	0.000710094	0.00218976	0.00183924	0.0165108	0.00619424	0.00276313	0.00384731	0.0124809	0.00473424	0.0027761	0.0083637	0.00282297	0.00213191	0.00948229	0.00205217	0.0133291	0.00116352	0.00240746	0.0197072	0.00263802	0.0223802	0.0333377	0.000187037	0.00960544	0.00603992	0.00982303	0.00408701	0.00133889	0.00644694	0.00164221	0.00360142	0.00294871	0.00777472	0.00922694	0.00473309	0.00485227	0.00615903	0.00455217	0.00163277	0.00180124	0.00920127	0.00678007	0.0190674	0.00626703	0.00975804	0.0114546	0.0186269	0.0103706	0.00141196	0.00930054	0.00560618	0.00264035	0.007224	0.0055105	0.00431792	0.000926174	1.53496e-06	0.0121412	0.0307897	0.00451417	0.00231212	0.00127253	0.00380426	0.00167142	0.000376936	0.00851771	0.0236088	0.00666511	0.00469611	0.0104669	0.00752524	0.00460628	0.00722972	0.0151161	0.0111663	0.00129663	0.00833974	0.00301274	0.00882049	0.0163664	0.00811249	0.00486623	0.00450603	0.00860352	0.00320336	0.876243	0.123757	3.283336
180	-3460.595	-3712.154	251.5591	0.100066	0.0850894	0.0226909	0.102298	0.0200609	0.0265305	0.0113958	0.0841381	0.0132939	0.0150818	0.0486141	0.0325127	0.0197006	0.00970635	0.0171788	0.0188474	0.110593	0.00826041	0.00607146	0.0275454	0.0264953	0.00270719	0.0153125	0.0301279	0.0679965	0.0656904	0.0340978	0.0264297	0.0592706	0.00989137	0.0234622	0.00510899	0.0220992	0.0618418	0.00212931	0.00698743	0.0231356	0.009818	0.0589858	0.0431539	0.00272104	0.0453881	0.0171256	0.00770596	0.0053749	0.00468286	0.0173733	0.0639483	0.04225	0.0447235	0.000928418	0.0414295	0.00534069	0.0233098	0.037327	0.0374585	0.0040734	0.0368132	0.0511258	0.02528	0.0937586	0.0160055	0.0404567	0.0425245	0.0117608	0.0358815	0.00370152	0.00290054	0.0652471	0.0301796	0.00774343	0.00281875	0.0183721	0.0406959	0.00219204	0.0893681	0.00551778	0.0196119	0.0214571	0.0357395	0.0281411	0.054913	0.00697393	0.0297723	0.00729194	0.0993705	0.0277061	0.0294926	0.0359363	0.0392455	0.021221	0.021338	0.021699	0.00860287	0.0341076	0.0314539	0.178582	0.021794	0.0222393	0.00363799	0.0195881	0.045121	0.180943	0.00621196	0.00860892	0.015876	0.04084	0.0464102	0.0424939	0.0388311	0.0164103	0.0142222	0.0438112	0.0107448	0.00268276	0.124382	0.208275	0.0503868	0.010855	0.0332404	0.038308	0.00104567	0.00301532	0.00853546	0.00703854	0.0126109	0.0422931	0.0319404	0.0257518	0.105341	0.0649121	0.0677876	0.0764674	0.0524616	0.0669396	44.3513	0.800224	0.1833515	1.816649	0.251665	0.510246	0.810649	1.23358	1.95984	3.97354	0.9975864	9.908011	0.2554083	0.0210107	0.0178661	0.00476437	0.0214793	0.00421215	0.00557055	0.00239275	0.0176663	0.00279129	0.00316669	0.0102074	0.00682662	0.0041365	0.00203802	0.003607	0.00395734	0.023221	0.00173442	0.00127481	0.00578366	0.00556317	0.000568423	0.00321514	0.00632589	0.0142771	0.0137929	0.00715944	0.0055494	0.0124449	0.00207687	0.00492631	0.00107272	0.00464012	0.0129848	0.000447087	0.00146714	0.00485773	0.00206147	0.0123851	0.00906095	0.000571331	0.00953005	0.00359583	0.00161801	0.00112856	0.000983251	0.00364783	0.0134271	0.00887115	0.00939051	0.000194938	0.00869887	0.00112137	0.00489432	0.00783748	0.00786508	0.000855283	0.00772959	0.0107348	0.00530799	0.0196863	0.00336065	0.00849461	0.00892879	0.00246939	0.00753396	0.000777202	0.000609021	0.0136998	0.00633676	0.00162587	0.000591848	0.00385754	0.00854484	0.000460259	0.0187644	0.00115856	0.00411787	0.0045053	0.00750416	0.00590873	0.01153	0.0014643	0.00625123	0.00153107	0.0208646	0.0058174	0.00619251	0.00754546	0.00824029	0.00445572	0.00448029	0.0045561	0.00180633	0.00716151	0.00660431	0.0374964	0.00457605	0.00466954	0.000763862	0.00411288	0.00947396	0.0379921	0.00130431	0.0018076	0.00333345	0.00857509	0.00974465	0.00892235	0.00815329	0.00344564	0.00298621	0.00919894	0.00225607	0.000563293	0.0261163	0.0437311	0.0105796	0.00227921	0.00697942	0.00804345	0.000219558	0.000633121	0.00179217	0.00147787	0.00264789	0.0088802	0.00670646	0.00540705	0.0221182	0.0136295	0.0142332	0.0160557	0.0110153	0.0140552	0.908324	0.0916757	4.762631
